Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,26,7,2022,13,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,215117,218553,220941,223024,224649,226212,227643,228977,230181,231376,232881,234357,235806,237401,239300,241225,243614,246597,251095
LSHTM,26,7,2022,14,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,224507,228106,230488,232558,234412,235828,237415,238829,240178,241552,242960,244375,246066,247676,249694,251676,254136,257130,262141
LSHTM,26,7,2022,15,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,234469,238288,240700,242744,244668,246276,247932,249476,250816,252346,253724,255193,256944,258834,260752,262975,265535,268896,274069
LSHTM,26,7,2022,16,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,245318,248919,251598,253598,255541,257284,259076,260615,262060,263741,265211,266760,268677,270620,272506,274880,277655,281043,286311
LSHTM,26,7,2022,17,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,256707,260591,263158,265103,267402,269094,271050,272530,274272,275917,277322,278992,281044,282871,285059,287659,290361,293961,299763
LSHTM,26,7,2022,18,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,268536,272737,275467,277577,279643,281393,283649,285308,287003,288834,290203,291916,293843,295966,298422,301024,303748,307479,313520
LSHTM,26,7,2022,19,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,281142,285369,288437,290762,292486,294539,296793,298514,300455,302123,303761,305488,307204,309756,312127,314934,317613,321819,327705
LSHTM,26,7,2022,20,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,294103,298290,301880,304139,306278,308254,310191,312525,314197,315720,317805,319501,321151,323929,326093,329155,332107,336737,342493
LSHTM,26,7,2022,21,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,307293,311912,315296,317909,320184,322285,324179,326362,328091,329926,331731,333855,335701,338339,340728,343623,347305,351678,357944
LSHTM,26,7,2022,22,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,320798,325322,328832,331544,333946,336192,338065,340301,342131,343874,346006,347833,350119,352685,355356,357888,362084,366411,373010
LSHTM,26,7,2022,23,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,333954,338801,341980,344785,347297,349399,351918,353898,355737,357576,359593,361580,364278,366855,369457,371971,376342,380390,387336
LSHTM,26,7,2022,24,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,345872,351266,354482,357317,359959,362241,364613,366627,368522,370481,372638,374914,377090,379921,382920,385404,389904,393961,400896
LSHTM,26,7,2022,25,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,357196,362403,365751,368504,371221,373723,376280,378075,380009,382324,384261,386748,389250,391629,394981,397526,402012,405932,413314
LSHTM,26,7,2022,26,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,367064,371801,375444,378497,381156,383664,386240,388256,389990,392062,394493,397023,399637,401988,404854,408045,411835,416609,423449
LSHTM,26,7,2022,27,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,374355,379410,382991,386267,389184,391633,393804,396094,398226,400158,402735,405017,407624,410109,413116,415904,419906,424693,431186
LSHTM,26,7,2022,28,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,379760,384358,388425,391686,394774,397234,399327,401495,404076,406074,408447,410646,412950,415541,418371,421669,425599,430087,436979
LSHTM,26,7,2022,29,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,381833,386935,391597,394842,397510,400169,402263,404618,407046,409359,411349,413524,415693,418375,421391,424468,428152,432858,440144
LSHTM,26,7,2022,30,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,382363,387625,391807,395376,398001,400466,402605,405397,407192,409592,411519,413640,416088,418731,421344,424562,428234,433007,440137
LSHTM,26,7,2022,1,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,380405,385685,389813,393462,395869,398390,400599,402890,404814,407066,409138,411477,413635,416204,419042,422119,425620,430280,436953
LSHTM,26,7,2022,2,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,376393,381792,386037,388481,391554,393986,396228,397948,400192,402218,404481,406739,408824,411462,414054,416898,420581,424689,431740
LSHTM,26,7,2022,3,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,370946,375759,379520,382492,385094,387347,389496,391658,393733,395637,397632,400050,402054,404534,407397,410122,412845,417121,424967
LSHTM,26,7,2022,4,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,363000,368227,371486,374634,377102,379139,381199,383533,385735,387648,389637,391534,393573,396139,398822,401463,404538,409150,415781
LSHTM,26,7,2022,5,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,353498,358754,362292,365034,367551,369951,371945,374137,376488,378095,380205,382406,384651,386794,389259,392199,395769,399892,406393
LSHTM,26,7,2022,6,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,342290,347161,351255,354558,357414,359607,361686,363919,365950,368231,370166,372576,375165,377726,380575,383246,387008,391114,397675
LSHTM,26,7,2022,7,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,328638,335494,339195,343173,345895,348130,350655,353482,355931,358385,360539,363097,366072,368791,371685,375406,378607,383339,390370
LSHTM,26,7,2022,8,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,314895,321302,326593,330321,333678,336930,340069,342645,345605,348787,351531,354683,357454,360691,363914,367561,371874,377425,385550
LSHTM,26,7,2022,9,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,298247,306973,313564,317882,321831,325327,329014,332476,335927,339265,342813,346457,349911,353641,357381,361504,366965,373072,382841
LSHTM,26,7,2022,10,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,280703,293025,299682,305251,310610,314619,318076,322047,326649,330392,334454,338518,343258,347974,352014,356987,363944,371262,383372
LSHTM,26,7,2022,11,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,264616,278774,286000,293237,299377,303838,308230,312779,317524,322390,326815,331452,337757,343773,348644,353862,362122,371523,386473
LSHTM,26,7,2022,12,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,248167,264613,273312,281174,288370,293350,299533,304859,309906,314715,319561,325829,332845,338881,345739,352681,362505,374519,391514
LSHTM,26,7,2022,13,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,233405,251723,261405,269285,278009,284172,290683,297233,302992,308322,314663,320785,329160,335892,343534,354298,364378,378455,400209
LSHTM,26,7,2022,21,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.72872645,0.739052,0.744753,0.7502362,0.7540345,0.7583925,0.76165325,0.7654498,0.76897615,0.7721515,0.776401,0.7801262,0.7846099,0.7896549,0.7941375,0.8000386,0.8071622,0.8154171,0.8285633
LSHTM,26,7,2022,22,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.7464692,0.756196,0.7627914,0.7675748,0.77249675,0.7758885,0.77976805,0.7833286,0.7869522,0.790715,0.79473905,0.798532,0.8033381,0.8075267,0.81253775,0.818559,0.8253093,0.8327276,0.84604005
LSHTM,26,7,2022,23,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.76819545,0.7774287,0.78413595,0.7888596,0.793317,0.7974502,0.80114795,0.8045926,0.80785305,0.8120625,0.81600215,0.82006,0.82418095,0.8290629,0.834115,0.8399586,0.84615065,0.8532463,0.8671342
LSHTM,26,7,2022,24,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.79249775,0.8013373,0.80794645,0.8128626,0.816573,0.8209404,0.82484975,0.8279406,0.8316667,0.835343,0.8388656,0.843174,0.84784095,0.8523924,0.85714875,0.8629622,0.86840195,0.8746278,0.88847155
LSHTM,26,7,2022,25,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8176454,0.8264048,0.8330526,0.8382414,0.842072,0.8457168,0.84938355,0.852826,0.8561567,0.8595035,0.863306,0.8674924,0.87141745,0.8762017,0.880686,0.8857244,0.8915793,0.897055,0.90893125
LSHTM,26,7,2022,26,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.84265895,0.8523926,0.8588493,0.8632324,0.86709025,0.8707207,0.87374425,0.8775842,0.88049895,0.884441,0.8875596,0.890972,0.89465345,0.898858,0.9031,0.9073442,0.91298825,0.9187165,0.9287272
LSHTM,26,7,2022,27,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8685475,0.8772275,0.8821324,0.8867604,0.89054425,0.8942903,0.89721145,0.9002514,0.9037725,0.90691600000000006,0.9102676,0.9132444,0.91614775,0.920135,0.92350125,0.9278818,0.9325148,0.938374,0.94709115
LSHTM,26,7,2022,28,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.89155015,0.898894,0.9037166,0.9079286,0.911565,0.9149025,0.9177318,0.9208196,0.92340375,0.926481,0.9295378,0.9327584,0.93532375,0.938058,0.941542,0.9454036,0.94942935,0.9545985,0.96276025
LSHTM,26,7,2022,29,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.91135815,0.9174663,0.92202015,0.9261256,0.92904625,0.9320871,0.93451645,0.9371718,0.93986325,0.9424035,0.94507155,0.9476028,0.95014685,0.9529764,0.95572875,0.9592568,0.9630563,0.9673315,0.9750299
LSHTM,26,7,2022,30,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.92528485,0.9314929,0.9355397,0.9389274,0.94225075,0.9446547,0.94748005,0.9496446,0.95192115,0.9540665,0.95651735,0.9586746,0.96112445,0.9634233,0.96579675,0.9689766,0.9723754,0.9766079,0.9828679
LSHTM,26,7,2022,1,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.93539575,0.9403057,0.9443128,0.9477646,0.95016375,0.952702,0.9551267,0.9572638,0.959201,0.9613235,0.9633484,0.9655194,0.96736505,0.969229,0.971961,0.9745388,0.97781265,0.981524,0.9871344
LSHTM,26,7,2022,2,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9391826,0.9449434,0.9485727,0.9516986,0.9537425,0.9561435,0.95855365,0.960353,0.96214485,0.9640025,0.96575575,0.9675218,0.9694825,0.9713415,0.9739455,0.9765966,0.97949095,0.9832225,0.98844495
LSHTM,26,7,2022,3,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9385913,0.9443902,0.947963,0.950608,0.953397,0.9555695,0.95750710000000006,0.9595164,0.96106985,0.962764,0.96425245,0.966044,0.9680145,0.9695625,0.97218375,0.97497,0.9781185,0.9811372,0.9865395
LSHTM,26,7,2022,4,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.93483985,0.9405124,0.94366015,0.946682,0.94903775,0.9510248,0.9531389,0.9550878,0.95663615,0.958141,0.9598602,0.961886,0.96339325,0.9653577,0.96762125,0.9702906,0.9727437,0.9760599,0.9810944
LSHTM,26,7,2022,5,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.92803435,0.933879,0.9372199,0.9399272,0.942254,0.944326,0.94618165,0.9478722,0.9495855,0.9514435,0.95313,0.9549392,0.9567203,0.9587715,0.96074925,0.962845,0.96510205,0.9684442,0.9733343
LSHTM,26,7,2022,6,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9195792,0.9255685,0.9291122,0.931848,0.9339225,0.9361646,0.9380736,0.9396812,0.9412585,0.942924,0.94458445,0.9461594,0.94783105,0.9500108,0.952216,0.9542272,0.95667405,0.959773,0.96377895
LSHTM,26,7,2022,7,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9113115,0.9169521,0.9204582,0.9231016,0.9254945,0.9273211,0.92908775,0.9306162,0.9321879,0.934173,0.93561735,0.9370302,0.93880535,0.9407798,0.94272525,0.9449692,0.9477027,0.9506433,0.95523385
LSHTM,26,7,2022,8,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9031553,0.9088089,0.9120107,0.914318,0.9164115,0.9186462,0.9205157,0.9221846,0.92392465,0.925433,0.9270463,0.9287546,0.93036995,0.9321871,0.93415625,0.9364708,0.9387056,0.941965,0.9469225
LSHTM,26,7,2022,9,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8947869,0.9012334,0.9043809,0.9072478,0.90927425,0.9114225,0.9134146,0.9151828,0.91670295,0.918327,0.91996645,0.9216084,0.92353925,0.9251938,0.926672,0.9289034,0.93147405,0.9347726,0.93972995
LSHTM,26,7,2022,10,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.88883835,0.8948332,0.8986915,0.9015246,0.904258,0.9062304,0.90810965,0.9098704,0.91137355,0.913457,0.91525695,0.9167304,0.9181097,0.9195231,0.9215755,0.923761,0.92693765,0.929543,0.93484895
LSHTM,26,7,2022,11,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8859113,0.89129100000000006,0.89528345,0.8981938,0.90112925,0.9031273,0.9053057,0.907089,0.90906205,0.910725,0.9124727,0.9139402,0.91576135,0.917698,0.919508,0.921608,0.92419975,0.9272294,0.93277505
LSHTM,26,7,2022,12,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.88546905,0.8918096,0.8953525,0.8984282,0.90074375,0.9032699,0.9053894,0.9072562,0.9091644,0.910963,0.9126376,0.9143928,0.9162304,0.9181925,0.92044875,0.9225408,0.92523055,0.9286804,0.9357164
LSHTM,26,7,2022,13,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.88841905,0.8949582,0.8986724,0.9019168,0.90420475,0.906543,0.90864025,0.9104862,0.91252115,0.914692,0.91655205,0.9183994,0.9199489,0.92227,0.924154,0.9270216,0.92973835,0.9334237,0.93984485
LSHTM,26,7,2022,14,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8958148,0.9013329,0.90551855,0.9086702,0.91104725,0.9134148,0.91557685,0.9179658,0.919988,0.9219035,0.92359215,0.9255694,0.927778,0.9299984,0.93209125,0.9342592,0.9373365,0.9412433,0.94821125
LSHTM,26,7,2022,15,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.90630295,0.9118903,0.91571025,0.9189084,0.92158275,0.9241264,0.92653455,0.9285222,0.9304871,0.9324555,0.93455485,0.9366152,0.9387177,0.9408719,0.94315575,0.9453294,0.9485886,0.9523173,0.9584487
LSHTM,26,7,2022,16,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.92052335,0.9259535,0.93011105,0.9328172,0.9356755,0.9378694,0.94009005,0.9425016,0.9443881,0.9464705,0.9487299,0.9507362,0.9528194,0.9549972,0.95695275,0.9594142,0.96262185,0.9662922,0.9720099
