Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,19,7,2022,24,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,110914,112694,114062,115101,115874,116514,117220,117858,118345,118959,119615,120298,120985,121681,122486,123295,124301,125669,127633
LSHTM,19,7,2022,25,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,108846,110842,112109,113009,113734,114447,115143,115734,116315,116829,117522,118218,118839,119497,120293,121173,122174,123518,125343
LSHTM,19,7,2022,26,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,107563,109633,110740,111615,112383,113062,113707,114309,114833,115501,116147,116808,117496,118084,118788,119763,120689,122033,123870
LSHTM,19,7,2022,27,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,106910,108784,109852,110761,111504,112155,112827,113404,113986,114664,115303,115930,116539,117244,117935,118799,119774,121174,122825
LSHTM,19,7,2022,28,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,106471,108459,109390,110119,110932,111594,112232,112816,113444,114110,114713,115335,116091,116738,117429,118219,119151,120544,122133
LSHTM,19,7,2022,29,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,106153,108047,109021,109835,110515,111207,111851,112421,113037,113639,114259,114966,115634,116429,117151,117843,118812,120011,121723
LSHTM,19,7,2022,30,4,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,105852,107632,108647,109432,110085,110803,111461,112047,112677,113201,113878,114578,115229,116051,116714,117479,118361,119476,121415
LSHTM,19,7,2022,1,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,105439,107096,108193,108910,109635,110285,110872,111510,112110,112654,113343,114079,114742,115292,116098,116965,117720,118836,120717
LSHTM,19,7,2022,2,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,104819,106294,107469,108168,108888,109518,110104,110667,111293,111855,112498,113198,113922,114506,115183,116004,116810,118122,119698
LSHTM,19,7,2022,3,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,103679,105242,106307,107100,107838,108447,108998,109580,110104,110747,111307,112005,112747,113353,113909,114728,115629,116773,118425
LSHTM,19,7,2022,4,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,102113,103849,104887,105706,106358,106936,107555,108097,108669,109187,109845,110396,111135,111767,112267,113095,113963,115020,116741
LSHTM,19,7,2022,5,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,100416,102128,103074,103900,104544,105072,105648,106243,106824,107264,107887,108526,109127,109753,110315,110985,111896,112976,114667
LSHTM,19,7,2022,6,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,98545,100060,100942,101736,102369,102901,103511,104003,104618,105129,105690,106221,106877,107406,107907,108588,109469,110569,112226
LSHTM,19,7,2022,7,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,96225,97738,98612,99324,99917,100533,101052,101607,102123,102693,103208,103758,104258,104795,105391,106055,106797,107841,109375
LSHTM,19,7,2022,8,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,93828,95204,96081,96787,97341,97927,98502,99005,99468,100005,100562,101123,101640,102134,102590,103357,104099,104982,106807
LSHTM,19,7,2022,9,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,91368,92665,93501,94198,94810,95342,95816,96341,96792,97354,97884,98396,98910,99448,100000,100571,101385,102226,103980
LSHTM,19,7,2022,10,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,88900,90176,90894,91681,92282,92856,93312,93698,94361,94847,95320,95797,96296,96857,97422,98005,98681,99633,101389
LSHTM,19,7,2022,11,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,86624,87771,88578,89352,89929,90524,91021,91420,91902,92498,92970,93463,93915,94415,94948,95633,96350,97195,99055
LSHTM,19,7,2022,12,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,84566,85806,86547,87295,87930,88497,89001,89428,89873,90380,90919,91384,91860,92289,92863,93517,94322,95158,96799
LSHTM,19,7,2022,13,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,82858,84162,84910,85635,86247,86777,87355,87772,88316,88765,89201,89721,90103,90651,91221,91834,92605,93634,95130
LSHTM,19,7,2022,14,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,81620,83002,83686,84435,85031,85547,86115,86562,87063,87542,88036,88476,88946,89466,90020,90714,91422,92446,93933
LSHTM,19,7,2022,15,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,80911,82194,82979,83718,84286,84869,85361,85831,86339,86808,87282,87735,88229,88802,89424,89986,90824,91777,93227
LSHTM,19,7,2022,16,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,80693,81952,82821,83529,84120,84675,85207,85619,86061,86632,87100,87555,88114,88714,89322,90006,90694,91720,93196
LSHTM,19,7,2022,17,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,80899,82309,83143,83830,84465,85088,85554,85994,86488,86961,87476,87974,88571,89197,89775,90489,91251,92216,93657
LSHTM,19,7,2022,18,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,81786,83108,84033,84722,85373,85991,86461,86955,87366,87908,88406,88940,89593,90214,90884,91510,92377,93261,94875
LSHTM,19,7,2022,19,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,83043,84489,85422,86236,86846,87486,87952,88490,88960,89405,89924,90515,91167,91801,92543,93176,93928,94952,96738
LSHTM,19,7,2022,20,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,84947,86310,87423,88240,88857,89486,90070,90558,91064,91445,91990,92588,93298,93949,94666,95314,96138,97218,99145
LSHTM,19,7,2022,21,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,87176,88736,89869,90741,91371,91983,92571,93099,93660,94110,94622,95220,95989,96588,97232,98028,98856,99952,101976
LSHTM,19,7,2022,22,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,89976,91665,92864,93605,94398,95037,95628,96122,96670,97275,97793,98403,99024,99714,100379,101173,102104,103304,105267
LSHTM,19,7,2022,23,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,93254,94927,96129,96990,97791,98396,99084,99614,100200,100782,101447,101932,102578,103199,104043,104880,105797,106915,109159
LSHTM,19,7,2022,24,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,96774,98595,99844,100718,101500,102218,102818,103434,104056,104677,105308,105877,106475,107242,107998,108907,109839,111182,113339
LSHTM,19,7,2022,25,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,100808,102630,103842,104809,105520,106217,106862,107531,108243,108848,109545,110083,110800,111649,112366,113189,114374,115670,117907
LSHTM,19,7,2022,26,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,105116,106733,108091,108911,109779,110520,111277,111957,112628,113238,113976,114652,115370,116204,116939,117758,118908,120357,122681
LSHTM,19,7,2022,27,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,109533,111011,112422,113424,114247,115083,115876,116515,117181,117917,118584,119375,120102,120961,121749,122645,123573,125222,127674
LSHTM,19,7,2022,28,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,113965,115514,116939,118056,118992,119744,120572,121291,121945,122738,123378,124178,125023,125839,126733,127566,128767,130472,132815
LSHTM,19,7,2022,29,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,118312,120194,121573,122790,123707,124545,125363,126157,126915,127576,128344,129108,129993,130833,131661,132677,133827,135643,138198
LSHTM,19,7,2022,30,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,122743,124852,126482,127630,128610,129456,130293,131177,131884,132635,133377,134196,135029,135927,136875,137847,139267,140734,143284
LSHTM,19,7,2022,31,5,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,127465,129724,131424,132651,133623,134481,135319,136215,137018,137800,138550,139357,140176,141151,142113,143137,144686,146187,148707
LSHTM,19,7,2022,1,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,132228,134825,136522,137771,138718,139626,140467,141452,142190,143078,143816,144612,145560,146515,147613,148625,150119,151957,154347
LSHTM,19,7,2022,2,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,137419,140054,141722,143097,144036,144995,145900,146820,147563,148512,149302,150177,151117,152131,153144,154403,155840,157729,160339
LSHTM,19,7,2022,3,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,142785,145363,147230,148475,149538,150606,151577,152342,153191,154131,154977,155922,156794,157869,159090,160471,161913,163683,166513
LSHTM,19,7,2022,4,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,148315,151075,152856,154263,155484,156451,157358,158243,159081,160061,161136,161966,162939,164029,165214,166654,168261,170126,173151
LSHTM,19,7,2022,5,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,154291,157084,158988,160319,161632,162769,163551,164498,165486,166448,167336,168355,169369,170655,171726,173278,175110,177001,180005
LSHTM,19,7,2022,6,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,160575,163291,165255,166981,168249,169182,170205,171243,172251,173215,174074,175225,176373,177516,178680,180329,182261,184449,187501
LSHTM,19,7,2022,7,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,167342,170109,172177,173843,175110,176289,177355,178407,179346,180323,181374,182477,183612,184987,186288,187760,189934,192106,195325
LSHTM,19,7,2022,8,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,174479,177322,179701,181001,182512,183871,184917,185970,186986,187972,189110,190272,191427,192686,194177,195775,197979,200538,203866
LSHTM,19,7,2022,9,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,182281,184952,187338,188825,190383,191703,192798,193923,195109,196191,197369,198529,199752,201071,202657,204366,206579,209204,212631
LSHTM,19,7,2022,10,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,190367,193201,195474,197037,198567,200038,201363,202418,203663,204897,206088,207241,208544,209913,211570,213390,215738,218549,221991
LSHTM,19,7,2022,11,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,198671,201772,203872,205696,207425,208808,210094,211402,212556,213959,215322,216424,217853,219196,220862,222886,225457,228235,231692
LSHTM,19,7,2022,12,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,207511,210783,212750,214646,216452,218019,219447,220779,222055,223488,224798,226096,227444,229087,230702,232611,235245,238044,241935
LSHTM,19,7,2022,13,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,216670,219971,222060,223987,225795,227483,229092,230467,231742,233153,234592,235883,237529,239005,240838,242779,245476,247952,252334
LSHTM,19,7,2022,14,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,226164,229580,231744,233815,235579,237266,238917,240470,241858,243155,244644,246123,247590,249318,251119,253324,255608,258512,262977
LSHTM,19,7,2022,15,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,235524,239345,241556,243767,245802,247349,248884,250522,252166,253405,255049,256423,258087,259782,261729,263773,266239,269092,273559
LSHTM,19,7,2022,16,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,245535,249071,251790,253919,255935,257807,259213,260791,262445,263990,265583,267108,268651,270481,272407,274629,277176,280320,284551
LSHTM,19,7,2022,17,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,255220,259005,262022,264414,266227,268291,269746,271285,272929,274555,276386,277906,279314,281497,283214,285384,288169,291625,295748
LSHTM,19,7,2022,18,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,265519,269280,272446,274831,276805,278802,280555,282135,283775,285459,287216,288667,290411,292535,294278,296657,299338,302689,307248
LSHTM,19,7,2022,19,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,275324,279535,282796,285441,287618,289650,291418,293277,294829,296520,298233,300034,301801,303574,305628,308025,311057,314471,319031
LSHTM,19,7,2022,20,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,285552,290288,293668,296263,298519,300568,302649,304588,306015,307770,309435,311585,313439,315259,317364,319923,322762,326652,331643
LSHTM,19,7,2022,21,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,296301,301318,304591,307303,309684,311837,314073,315962,317582,319339,321106,323162,325171,327155,329509,331765,334946,338756,344211
LSHTM,19,7,2022,22,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,307279,312375,315817,318739,321068,323463,325428,327567,329432,331298,332744,335246,337228,339560,341857,344462,347534,351702,357208
LSHTM,19,7,2022,23,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,318530,323760,327507,330409,332811,335285,337401,339530,341644,343384,345114,347436,349608,351959,354562,357267,360394,364933,370119
LSHTM,19,7,2022,24,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,330224,335601,339571,342269,344994,347217,349564,352037,353977,355866,357922,359775,362224,365033,367619,370496,374094,378518,383587
LSHTM,19,7,2022,25,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,342010,347480,351896,354468,357419,359629,361888,364516,366376,368737,370812,372702,375184,377995,380972,383916,387787,392143,397954
LSHTM,19,7,2022,26,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,354418,359530,364246,367143,369871,372397,374491,376838,379075,381268,383697,386254,388584,391172,394202,397645,401141,405799,412210
LSHTM,19,7,2022,27,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,366151,372081,376239,379354,382504,385029,387192,389486,391589,394135,396664,399397,401880,404580,407583,411116,414791,419452,427225
LSHTM,19,7,2022,28,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,377341,383742,388077,391656,394384,397169,399828,402076,404319,406994,409702,412232,414805,417709,420727,424305,428599,433870,442087
LSHTM,19,7,2022,29,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,388052,394160,399057,402921,406187,409178,411529,414065,416701,419318,421738,424780,428278,431177,433744,437627,442215,449268,458343
LSHTM,19,7,2022,30,6,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,396348,403823,408723,412322,416409,419553,422535,425549,428189,431135,434345,437342,440353,444595,448126,452322,457797,464282,475121
LSHTM,19,7,2022,1,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,402034,410320,416076,420750,425150,428391,432000,435753,438991,442831,446247,449477,453231,457349,462096,467714,474257,481200,493430
LSHTM,19,7,2022,2,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,403330,413589,420374,426728,431935,435992,439834,445087,449780,453263,456905,461239,465680,471218,477654,484744,491237,500125,514527
LSHTM,19,7,2022,3,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,402342,413911,423478,429695,435870,442304,447639,452567,458092,462430,467038,472960,479248,484847,492446,500357,511053,522073,541061
LSHTM,19,7,2022,4,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,396782,410830,422017,431861,439301,445756,452881,458672,464324,471243,477510,484163,491467,499541,507650,518893,532117,545634,568240
LSHTM,19,7,2022,5,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,389444,406532,419796,430136,440376,448484,456215,463819,470716,479248,486714,494670,503477,513320,524568,537293,553140,570814,601032
LSHTM,19,7,2022,6,7,2022,England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,379520,400536,414670,427397,438627,449268,457915,467199,476602,485846,494712,504953,515391,527549,541759,556713,575217,595050,638249
LSHTM,19,7,2022,14,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.73041755,0.7383527,0.7434896,0.748015,0.75201725,0.7548243,0.7573935,0.7598488,0.7625318,0.7650485,0.7678166,0.7704008,0.772847,0.7761621,0.7800325,0.7839132,0.7888922,0.7943404,0.8045285
LSHTM,19,7,2022,15,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.7169086,0.7255726,0.73086885,0.7352106,0.73918725,0.7424168,0.7451958,0.747974,0.75084555,0.75347,0.75627525,0.759007,0.76174845,0.765619,0.76923225,0.7739252,0.77896095,0.7856256,0.7960497
LSHTM,19,7,2022,16,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.70696235,0.7156083,0.7216808,0.7259176,0.73027,0.7335228,0.73688655,0.7396948,0.74281515,0.745849,0.74851085,0.7517782,0.7549699,0.758617,0.762351,0.7673296,0.77300505,0.7801052,0.79253965
LSHTM,19,7,2022,17,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.7016401,0.7101356,0.7167801,0.7209114,0.72520975,0.729149,0.73212485,0.7359394,0.73896965,0.741737,0.74492185,0.748796,0.75227775,0.7558963,0.75958575,0.7648674,0.77095995,0.7796385,0.7927193
LSHTM,19,7,2022,18,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.6998165,0.7095188,0.71593865,0.7204786,0.7250865,0.7287452,0.73283275,0.735853,0.73923565,0.7427955,0.74616625,0.749585,0.75382905,0.7578952,0.7619915,0.7673862,0.77377385,0.7818348,0.7958878
LSHTM,19,7,2022,19,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.70402475,0.7132771,0.72050625,0.7250674,0.729228,0.7338731,0.73752875,0.7409876,0.74421755,0.748013,0.75185615,0.7556844,0.75977005,0.7640696,0.7687485,0.7744352,0.7805942,0.7895629,0.80392655
LSHTM,19,7,2022,20,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.7140586,0.7231305,0.7290854,0.7348592,0.73908675,0.7430692,0.7469016,0.7504212,0.75433415,0.758242,0.76197035,0.7656294,0.77046685,0.7749775,0.78006325,0.7856776,0.7921923,0.8013975,0.815743
LSHTM,19,7,2022,21,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.72739175,0.7369132,0.74317065,0.7485818,0.75311425,0.7570879,0.7607413,0.7644386,0.76810825,0.7726835,0.77677285,0.7804996,0.7842895,0.7898895,0.79474875,0.8009098,0.80775905,0.8168934,0.83163375
LSHTM,19,7,2022,22,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.74579365,0.7547568,0.76118645,0.7671108,0.7709405,0.7753393,0.7789343,0.7830064,0.78601155,0.79084,0.7946275,0.7986214,0.8031577,0.8078291,0.8134805,0.8187536,0.82542495,0.8352035,0.8491077
LSHTM,19,7,2022,23,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.76750855,0.7760067,0.78328685,0.7885344,0.79297725,0.7964915,0.8006711,0.8042766,0.80800425,0.8114905,0.8159032,0.8202654,0.82418955,0.8289463,0.8339,0.8398062,0.84643755,0.8566461,0.8703462
LSHTM,19,7,2022,24,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.7915606,0.8010562,0.80680315,0.8124606,0.816455,0.8203107,0.8241507,0.8283066,0.83170415,0.8355375,0.83967465,0.8428796,0.8471359,0.8517611,0.856293,0.8622722,0.86870115,0.8784542,0.89202555
LSHTM,19,7,2022,25,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8181372,0.8267995,0.8322084,0.837462,0.84180525,0.8450321,0.84914465,0.8525832,0.8565172,0.8604,0.86383675,0.867626,0.87135655,0.8751841,0.879638,0.8846982,0.89130265,0.9003648,0.9137832
LSHTM,19,7,2022,26,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.844758,0.8530363,0.8577902,0.8629524,0.86636275,0.8698483,0.8739957,0.877564,0.88105495,0.8842995,0.8879909,0.8913568,0.8944811,0.8988915,0.90231575,0.9069676,0.91299505,0.9210728,0.9334687
LSHTM,19,7,2022,27,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.8700714,0.8768726,0.8824248,0.8867658,0.89052025,0.8937296,0.8971332,0.9008764,0.90377545,0.906759,0.91005155,0.9135396,0.91688765,0.9202729,0.92404275,0.9275272,0.9323015,0.9406873,0.9503904
LSHTM,19,7,2022,28,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.89284875,0.8990909,0.90391895,0.9081514,0.91202675,0.9148966,0.9178353,0.9210346,0.92391955,0.9265665,0.92967825,0.9331228,0.9357891,0.9390309,0.94277275,0.945447,0.95022715,0.9568294,0.9645346
LSHTM,19,7,2022,29,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9111653,0.9179958,0.92208885,0.9255656,0.928853,0.9320589,0.93513295,0.9376326,0.9406637,0.942905,0.94569015,0.9482188,0.9507454,0.9538519,0.95687725,0.9606368,0.96465515,0.9686147,0.9758102
LSHTM,19,7,2022,30,4,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.92581695,0.9319558,0.93566235,0.9390736,0.941963,0.944626,0.94737525,0.9503118,0.95288465,0.9551405,0.95710885,0.9593408,0.9617854,0.9643483,0.96691825,0.9706352,0.97427915,0.9778929,0.9839409
LSHTM,19,7,2022,1,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.93520765,0.9409665,0.94448255,0.9480286,0.9506155,0.953168,0.95524765,0.9578096,0.95967705,0.962293,0.96410745,0.9662944,0.9682544,0.9703635,0.9729295,0.975701,0.979161,0.9827216,0.9884254
LSHTM,19,7,2022,2,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.93972865,0.9452903,0.9490218,0.9520746,0.95435525,0.9567178,0.9587958,0.9607914,0.9626991,0.9647305,0.9663672,0.9683758,0.9704761,0.9722749,0.974708,0.9768784,0.9798757,0.9835581,0.989655
LSHTM,19,7,2022,3,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9399521,0.9456402,0.9489871,0.9517118,0.9539045,0.9559571,0.95778485,0.9596254,0.96131545,0.9630285,0.9647526,0.9668464,0.9684073,0.9703526,0.97253825,0.974623,0.9771363,0.9811144,0.98645735
LSHTM,19,7,2022,4,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.93668035,0.9415759,0.9448888,0.9476304,0.94956375,0.95138,0.95329165,0.955183,0.9567494,0.958366,0.96017135,0.9618696,0.9634992,0.9653497,0.9671955,0.969577,0.97219245,0.9756077,0.9806094
LSHTM,19,7,2022,5,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.92974685,0.9341314,0.9374863,0.9406822,0.9426065,0.944246,0.94623715,0.9478226,0.94937215,0.9513675,0.9533974,0.9547762,0.95636795,0.9578387,0.96007975,0.9621498,0.9647045,0.9682377,0.973688
LSHTM,19,7,2022,6,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.9196898,0.9251749,0.92844385,0.930958,0.9334935,0.9357272,0.9374694,0.939359,0.940962,0.9427965,0.94452495,0.946092,0.947754,0.9495938,0.95137775,0.953571,0.95598105,0.9597842,0.96469435
LSHTM,19,7,2022,7,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.90942405,0.9156375,0.91925245,0.9215384,0.92409825,0.9260297,0.92815775,0.9301194,0.9317044,0.933657,0.9351621,0.936749,0.93879315,0.9405773,0.94234775,0.9448416,0.9474184,0.9502949,0.95543025
LSHTM,19,7,2022,8,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.90041745,0.9059545,0.91007365,0.9126494,0.9150615,0.9173357,0.91939985,0.92151400000000006,0.923202,0.9248215,0.9263566,0.9282774,0.9299825,0.9320885,0.933895,0.9362506,0.93918985,0.9418281,0.94681305
LSHTM,19,7,2022,9,5,2022,England,R,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.89226905,0.8981708,0.90217515,0.9051134,0.90751525,0.9098809,0.91216785,0.9139806,0.91554725,0.9175235,0.91921975,0.9210016,0.9230078,0.9249059,0.9268185,0.92893,0.931583,0.9348758,0.93976085
